date,symbol,sentiment,sentiment high,sentiment low,news volume,news buzz
2017-01-16,MRK,2,5,-3,14,2
2017-01-15,MRK,0,0,0,0,0
2017-01-14,MRK,-1,3,-5,6,2
2017-01-13,MRK,2,5,-1,46,5
2017-01-12,MRK,-1,4,-4,88,10
2017-01-11,MRK,1,5,-3,47,8
2017-01-10,MRK,-1,4,-4,16,2
2017-01-09,MRK,3,5,1,11,2
2017-01-08,MRK,2,5,-3,3,1
2017-01-07,MRK,2,2,2,2,1
2017-01-06,MRK,-2,3,-5,11,2
2017-01-05,MRK,1,5,-4,6,1
2017-01-04,MRK,-1,3,-5,5,0
2017-01-03,MRK,3,4,1,8,1
2017-01-02,MRK,1,4,-3,14,3
2017-01-01,MRK,1,3,-3,4,4
2016-12-31,MRK,-3,2,-5,6,2
2016-12-30,MRK,-1,3,-4,13,2
2016-12-29,MRK,-2,2,-5,11,2
2016-12-28,MRK,-2,3,-5,11,2
2016-12-27,MRK,1,5,-5,4,0
2016-12-26,MRK,2,5,-3,3,2
2016-12-25,MRK,5,5,5,1,4
2016-12-24,MRK,1,3,-2,8,6
2016-12-23,MRK,2,4,-2,55,10
2016-12-22,MRK,-1,4,-4,9,3
2016-12-21,MRK,-1,4,-5,22,9
2016-12-20,MRK,3,5,-1,4,1
2016-12-19,MRK,-1,4,-5,20,10
2016-12-18,MRK,-2,-1,-3,3,7
2016-12-17,MRK,-2,3,-5,11,10
2016-12-16,MRK,-2,3,-5,27,10
2016-12-15,MRK,1,5,-3,11,5
2016-12-14,MRK,4,5,3,9,2
2016-12-13,MRK,-1,2,-3,13,4
2016-12-12,MRK,-1,4,-4,13,6
2016-12-11,MRK,-2,3,-5,2,3
2016-12-10,MRK,3,5,-2,10,5
2016-12-09,MRK,2,5,-3,16,5
2016-12-08,MRK,2,4,-1,6,1
2016-12-07,MRK,-2,3,-5,22,6
2016-12-06,MRK,-2,2,-5,7,2
2016-12-05,MRK,1,5,-4,6,1
2016-12-04,MRK,-1,3,-4,4,5
2016-12-03,MRK,-3,2,-5,3,2
2016-12-02,MRK,1,3,-3,9,2
2016-12-01,MRK,4,5,2,6,1
2016-11-30,MRK,1,4,-3,14,4
2016-11-29,MRK,2,5,-2,17,5
2016-11-28,MRK,0,0,0,0,0
