,compound,neg,neu,pos,trading_date
502,0.763,0.048,0.888,0.064,2014-12-29
503,0.0772,0.0,0.843,0.157,2014-12-30
504,-0.296,0.062,0.937,0.0,2015-01-05
505,-0.6369,0.271,0.729,0.0,2015-01-06
506,-0.8834,0.123,0.81,0.067,2015-01-07
507,-0.5423,0.179,0.685,0.136,2015-01-09
508,-0.3818,0.096,0.904,0.0,2015-01-13
509,0.0516,0.087,0.828,0.085,2015-01-14
510,0.9657,0.035,0.852,0.113,2015-01-15
511,-0.6124,0.148,0.762,0.09,2015-01-16
512,0.6115,0.0,0.936,0.064,2015-01-20
513,0.4404,0.0,0.914,0.086,2015-01-21
514,0.0,0.0,1.0,0.0,2015-01-26
515,0.8885,0.042,0.839,0.119,2015-01-27
516,0.9674,0.019,0.88,0.101,2015-01-28
517,0.979,0.007,0.904,0.089,2015-01-29
518,-0.0258,0.091,0.807,0.102,2015-01-30
519,-0.872,0.122,0.878,0.0,2015-02-03
520,0.5574,0.0,0.859,0.141,2015-02-04
521,-0.9648,0.14,0.814,0.045,2015-02-06
522,0.0258,0.075,0.847,0.078,2015-02-05
523,0.0,0.0,1.0,0.0,2015-02-09
524,0.0,0.0,1.0,0.0,2015-02-10
525,0.0516,0.033,0.937,0.03,2015-02-11
526,0.9612,0.035,0.884,0.081,2015-02-12
527,0.9782,0.0,0.9,0.1,2015-02-13
528,0.6808,0.011,0.943,0.046,2015-02-14
529,0.0,0.0,1.0,0.0,2015-02-15
530,0.0772,0.0,0.981,0.019,2015-02-17
531,0.9794,0.007,0.878,0.115,2015-02-18
