,compound,neg,neu,pos,trading_date
520,-0.9856,0.186,0.802,0.012,2017-11-03
521,0.9178,0.054,0.821,0.125,2017-11-08
522,-0.9648,0.177,0.823,0.0,2017-11-07
523,0.2728,0.04,0.914,0.046,2017-11-15
524,-0.6124,0.044,0.925,0.031,2017-11-14
525,0.0,0.0,1.0,0.0,2017-11-16
526,-0.3612,0.062,0.938,0.0,2017-11-17
527,-0.7003,0.112,0.888,0.0,2017-11-20
528,0.9607,0.0,0.883,0.117,2017-11-21
529,0.4404,0.0,0.973,0.027,2017-11-23
530,0.0958,0.057,0.878,0.065,2017-11-22
531,0.296,0.106,0.751,0.143,2017-11-28
