,compound,neg,neu,pos,trading_date
448,-0.4404,0.053,0.902,0.045,2014-10-09
449,0.4215,0.0,0.924,0.076,2014-10-13
450,0.7605,0.064,0.727,0.209,2014-10-14
451,-0.3506,0.097,0.824,0.079,2014-10-15
452,0.6486,0.0,0.844,0.156,2014-10-16
453,-0.6808,0.07,0.892,0.038,2014-10-17
454,0.6369,0.05,0.845,0.106,2014-10-18
455,0.8658,0.042,0.848,0.109,2014-10-22
456,-0.4228,0.058,0.894,0.048,2014-10-23
457,-0.2732,0.058,0.942,0.0,2014-10-29
458,0.0,0.0,1.0,0.0,2014-10-30
459,0.9666,0.043,0.799,0.158,2014-10-31
460,0.0,0.0,1.0,0.0,2014-11-03
461,-0.3612,0.217,0.783,0.0,2014-11-04
462,0.0,0.0,1.0,0.0,2014-11-05
463,0.0,0.0,1.0,0.0,2014-11-06
464,0.34,0.0,0.941,0.059,2014-11-11
465,-0.7096,0.077,0.878,0.045,2014-11-16
466,0.2263,0.0,0.977,0.023,2014-11-17
467,-0.5465,0.05,0.917,0.033,2014-11-19
468,0.8625,0.07,0.789,0.14,2014-11-20
469,0.0,0.0,1.0,0.0,2014-11-21
470,0.296,0.031,0.912,0.057,2014-11-22
471,-0.7184,0.091,0.909,0.0,2014-11-26
472,-0.9349,0.137,0.836,0.027,2014-12-02
473,0.296,0.0,0.918,0.082,2014-12-03
474,-0.3818,0.041,0.928,0.032,2014-12-04
475,0.0,0.0,1.0,0.0,2014-12-05
476,0.9545,0.051,0.845,0.104,2014-12-09
477,-0.8519,0.072,0.899,0.029,2014-12-10
478,-0.296,0.095,0.905,0.0,2014-12-12
479,0.9747,0.0,0.806,0.194,2014-12-16
480,0.4215,0.0,0.964,0.036,2014-12-17
481,0.5574,0.0,0.959,0.041,2014-12-18
482,-0.983,0.107,0.85,0.043,2014-12-20
483,0.7506,0.029,0.903,0.067,2014-12-22
484,0.5994,0.027,0.873,0.101,2014-12-23
485,0.0,0.0,1.0,0.0,2015-01-01
486,-0.2928,0.092,0.811,0.097,2015-01-06
487,0.6142,0.0,0.968,0.032,2015-01-07
488,0.7096,0.0,0.882,0.118,2015-01-13
489,-0.8126,0.039,0.942,0.019,2015-01-14
490,0.9325,0.037,0.829,0.133,2015-01-15
