,compound,neg,neu,pos,trading_date
307,0.0,0.026,0.943,0.031,2016-01-15
308,0.1531,0.091,0.8,0.109,2016-01-19
309,0.7964,0.048,0.826,0.126,2016-01-22
310,0.4767,0.106,0.737,0.157,2016-01-23
311,-0.0772,0.097,0.789,0.114,2016-01-29
312,0.886,0.073,0.8,0.127,2016-01-28
313,-0.9394,0.189,0.708,0.103,2016-01-30
314,-0.4767,0.11,0.85,0.04,2016-02-03
315,0.296,0.0,0.833,0.167,2016-02-02
316,0.3818,0.0,0.963,0.037,2016-02-04
317,0.9197,0.04,0.864,0.096,2016-02-05
318,0.891,0.045,0.796,0.159,2016-02-06
319,-0.5719,0.086,0.873,0.042,2016-02-10
320,-0.0258,0.053,0.907,0.04,2016-02-11
321,0.8579,0.0,0.784,0.216,2016-02-12
322,0.0,0.0,1.0,0.0,2016-02-16
323,0.8402,0.018,0.859,0.122,2016-02-18
324,-0.4939,0.059,0.941,0.0,2016-02-19
325,0.9081,0.0,0.831,0.169,2016-02-23
326,0.8225,0.0,0.882,0.118,2016-02-25
327,0.6808,0.067,0.795,0.138,2016-02-26
328,0.9468,0.093,0.712,0.194,2016-02-29
329,0.8692,0.0,0.718,0.282,2016-03-01
330,-0.3031,0.126,0.767,0.107,2016-03-04
331,0.3818,0.074,0.772,0.154,2016-03-05
332,-0.0772,0.118,0.771,0.111,2016-03-06
333,0.926,0.057,0.813,0.13,2016-03-09
334,0.4497,0.0,0.916,0.084,2016-03-11
335,0.1779,0.0,0.978,0.022,2016-03-16
336,0.4404,0.0,0.878,0.122,2016-03-15
337,-0.0772,0.111,0.785,0.104,2016-03-18
338,0.4215,0.0,0.703,0.297,2016-03-17
339,-0.0772,0.117,0.773,0.109,2016-03-19
340,0.4767,0.015,0.944,0.042,2016-03-22
341,0.1027,0.0,0.979,0.021,2016-03-23
342,-0.6369,0.063,0.937,0.0,2016-03-24
343,0.34,0.0,0.925,0.075,2016-03-26
344,-0.8402,0.191,0.743,0.066,2016-03-30
345,0.2023,0.0,0.915,0.085,2016-04-01
346,-0.5187,0.082,0.888,0.03,2016-03-31
347,0.0,0.0,1.0,0.0,2016-04-02
